experiment,dataset,seed,model,method,pi_train,pi_test,c10,c01,tp,fp,tn,fn,tpr,fpr,tnr,fnr,precision,recall,f1,accuracy,risk,roc_auc,pr_auc,brier,logloss,threshold,neff,notes
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.5,10.0,1.0,4790,0,5000,210,0.958,0.0,1.0,0.04200000000000004,1.0,0.958,0.9785495403472931,0.979,0.021,0.99391808,0.9956658111826955,0.01933035030836292,0.0868363053790101,0.6619502293648722,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.5,1.0,10.0,4939,216,4784,61,0.9878,0.0432,0.9568,0.012199999999999989,0.9580989330746847,0.9878,0.9727227966518956,0.9723,0.0826,0.99391808,0.9956658111826955,0.03216676001764278,0.12298753028150322,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.5,1.0,10.0,4939,691,4309,61,0.9878,0.1382,0.8618,0.012199999999999989,0.8772646536412079,0.9878,0.9292568203198495,0.9248,0.1301,0.99391808,0.9956658111826955,0.01933035030836292,0.0868363053790101,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.5,1.0,10.0,4939,134,4866,61,0.9878,0.0268,0.9732,0.012199999999999989,0.9735856495170511,0.9878,0.9806413183758562,0.9805,0.0744,0.99391808,0.9956658111826955,0.01933035030836292,0.0868363053790101,-0.559383726182441,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.5,1.0,1.0,4505,212,4788,495,0.901,0.0424,0.9576,0.09899999999999998,0.9550561797752809,0.901,0.9272409179788,0.9293,0.0707,0.9849784799999999,0.9870207227678945,0.04997577518224716,0.18752810518781515,0.0,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.5,1.0,1.0,4737,338,4662,263,0.9474,0.0676,0.9324,0.05259999999999998,0.9333990147783251,0.9474,0.940347394540943,0.9399,0.0601,0.9849784799999999,0.9870207227678945,0.04862528720688785,0.16872481251797075,0.0,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.5,1.0,1.0,4737,291,4709,263,0.9474,0.0582,0.9418,0.05259999999999998,0.9421241050119332,0.9474,0.9447546868767451,0.9446,0.0554,0.9849784799999999,0.9870207227678945,0.04862528720688785,0.16872481251797075,0.4043594560677055,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.5,10.0,1.0,3851,0,5000,1149,0.7702,0.0,1.0,0.2298,1.0,0.7702,0.870184159981923,0.8851,0.1149,0.9849784799999999,0.9870207227678945,0.04997577518224716,0.18752810518781515,2.302585092994046,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.5,10.0,1.0,4344,83,4917,656,0.8688,0.0166,0.9834,0.13119999999999998,0.9812514117912807,0.8688,0.9216081468123475,0.9261,0.1486,0.9849784799999999,0.9870207227678945,0.04862528720688785,0.16872481251797075,2.302585092994046,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.5,10.0,1.0,4200,43,4957,800,0.84,0.0086,0.9914,0.16000000000000003,0.9898656610888522,0.84,0.9087958455047063,0.9157,0.123,0.9849784799999999,0.9870207227678945,0.04862528720688785,0.16872481251797075,2.7439066133553034,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.5,1.0,10.0,4804,528,4472,196,0.9608,0.1056,0.8944,0.03920000000000001,0.9009752438109527,0.9608,0.9299264421215641,0.9276,0.2488,0.9849784799999999,0.9870207227678945,0.04997577518224716,0.18752810518781515,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.5,1.0,10.0,4871,726,4274,129,0.9742,0.1452,0.8548,0.025800000000000045,0.870287654100411,0.9742,0.9193167877701236,0.9145,0.2016,0.9849784799999999,0.9870207227678945,0.04862528720688785,0.16872481251797075,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.5,1.0,10.0,4939,878,4122,61,0.9878,0.1756,0.8244,0.012199999999999989,0.8490630909403473,0.9878,0.9131921974669501,0.9061,0.1488,0.9849784799999999,0.9870207227678945,0.04862528720688785,0.16872481251797075,-2.852340702051496,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.2,1.0,1.0,1806,0,8000,194,0.903,0.0,1.0,0.09699999999999998,1.0,0.903,0.9490278507619548,0.9806,0.0194,0.9946651875000001,0.9915525227520332,0.013467758066014798,0.055391770047144157,0.0,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.2,1.0,1.0,1806,0,8000,194,0.903,0.0,1.0,0.09699999999999998,1.0,0.903,0.9490278507619548,0.9806,0.0194,0.9946651875000001,0.9915525227520332,0.013467758066080748,0.055391828988270074,0.0,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.2,1.0,1.0,1954,65,7935,46,0.977,0.008125,0.991875,0.02300000000000002,0.9678058444774641,0.977,0.9723811893505847,0.9889,0.0111,0.9946651875000001,0.9915525227520332,0.013467758066080748,0.055391828988270074,-0.9728555233122964,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.2,10.0,1.0,1623,0,8000,377,0.8115,0.0,1.0,0.1885,1.0,0.8115,0.8959425890146288,0.9623,0.0377,0.9946651875000001,0.9915525227520332,0.013467758066014798,0.055391770047144157,2.302585092994046,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.2,10.0,1.0,1623,0,8000,377,0.8115,0.0,1.0,0.1885,1.0,0.8115,0.8959425890146288,0.9623,0.0377,0.9946651875000001,0.9915525227520332,0.013467758066080748,0.055391828988270074,2.302585092994046,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.2,10.0,1.0,1954,65,7935,46,0.977,0.008125,0.991875,0.02300000000000002,0.9678058444774641,0.977,0.9723811893505847,0.9889,0.0696,0.9946651875000001,0.9915525227520332,0.013467758066080748,0.055391828988270074,-0.9728555233122964,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.2,1.0,10.0,1979,327,7673,21,0.9895,0.040875,0.959125,0.010499999999999954,0.8581960104076323,0.9895,0.9191825359962843,0.9652,0.0537,0.9946651875000001,0.9915525227520332,0.013467758066014798,0.055391770047144157,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.2,1.0,10.0,1979,327,7673,21,0.9895,0.040875,0.959125,0.010499999999999954,0.8581960104076323,0.9895,0.9191825359962843,0.9652,0.0537,0.9946651875000001,0.9915525227520332,0.013467758066080748,0.055391828988270074,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.2,1.0,10.0,1954,65,7935,46,0.977,0.008125,0.991875,0.02300000000000002,0.9678058444774641,0.977,0.9723811893505847,0.9889,0.0525,0.9946651875000001,0.9915525227520332,0.013467758066080748,0.055391828988270074,-0.9728555233122964,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.2,1.0,1.0,1803,332,7668,197,0.9015,0.0415,0.9585,0.09850000000000003,0.8444964871194379,0.9015,0.8720677146311971,0.9471,0.0529,0.9853040624999999,0.9629635456961344,0.035042904317379,0.11964112261894684,0.0,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.2,1.0,1.0,1803,332,7668,197,0.9015,0.0415,0.9585,0.09850000000000003,0.8444964871194379,0.9015,0.8720677146311971,0.9471,0.0529,0.9853040624999999,0.9629635456961344,0.035042904076610065,0.11964112282622423,0.0,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.2,1.0,1.0,1740,66,7934,260,0.87,0.00825,0.99175,0.13,0.9634551495016611,0.87,0.9143457698370994,0.9674,0.0326,0.9853040624999999,0.9629635456961344,0.035042904076610065,0.11964112282622423,1.1843287944793701,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.2,10.0,1.0,1547,0,8000,453,0.7735,0.0,1.0,0.22650000000000003,1.0,0.7735,0.8722864392444319,0.9547,0.0453,0.9853040624999999,0.9629635456961344,0.035042904317379,0.11964112261894684,2.302585092994046,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.2,10.0,1.0,1547,0,8000,453,0.7735,0.0,1.0,0.22650000000000003,1.0,0.7735,0.8722864392444319,0.9547,0.0453,0.9853040624999999,0.9629635456961344,0.035042904076610065,0.11964112282622423,2.302585092994046,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.2,10.0,1.0,1514,0,8000,486,0.757,0.0,1.0,0.243,1.0,0.757,0.8616960728514513,0.9514,0.0486,0.9853040624999999,0.9629635456961344,0.035042904076610065,0.11964112282622423,2.6235504150390625,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.2,1.0,10.0,1922,869,7131,78,0.961,0.108625,0.891375,0.039000000000000035,0.6886420637764242,0.961,0.8023377165518681,0.9053,0.1649,0.9853040624999999,0.9629635456961344,0.035042904317379,0.11964112261894684,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.2,1.0,10.0,1922,869,7131,78,0.961,0.108625,0.891375,0.039000000000000035,0.6886420637764242,0.961,0.8023377165518681,0.9053,0.1649,0.9853040624999999,0.9629635456961344,0.035042904076610065,0.11964112282622423,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.2,1.0,10.0,1922,596,7404,78,0.961,0.0745,0.9255,0.039000000000000035,0.7633042096902304,0.961,0.8508189464364763,0.9326,0.1376,0.9853040624999999,0.9629635456961344,0.035042904076610065,0.11964112282622423,-1.5185643434524536,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.1,1.0,1.0,916,0,9000,84,0.916,0.0,1.0,0.08399999999999996,1.0,0.916,0.9561586638830898,0.9916,0.0084,0.9944406666666666,0.9876584344715955,0.007361818853168725,0.03460334304625381,0.0,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.1,1.0,1.0,863,0,9000,137,0.863,0.0,1.0,0.137,1.0,0.863,0.9264626945786366,0.9863,0.0137,0.9944406666666666,0.9876584344715955,0.0090613846480683,0.036455175317206115,0.0,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.1,1.0,1.0,977,79,8921,23,0.977,0.008777777777777778,0.9912222222222222,0.02300000000000002,0.9251893939393939,0.977,0.9503891050583657,0.9898,0.0102,0.9944406666666666,0.9876584344715955,0.0090613846480683,0.036455175317206115,-1.783785739528625,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.1,10.0,1.0,826,0,9000,174,0.826,0.0,1.0,0.17400000000000004,1.0,0.826,0.904709748083242,0.9826,0.0174,0.9944406666666666,0.9876584344715955,0.007361818853168725,0.03460334304625381,2.302585092994046,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.1,10.0,1.0,797,0,9000,203,0.797,0.0,1.0,0.20299999999999996,1.0,0.797,0.8870339454646633,0.9797,0.0203,0.9944406666666666,0.9876584344715955,0.0090613846480683,0.036455175317206115,2.302585092994046,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.1,10.0,1.0,977,79,8921,23,0.977,0.008777777777777778,0.9912222222222222,0.02300000000000002,0.9251893939393939,0.977,0.9503891050583657,0.9898,0.0813,0.9944406666666666,0.9876584344715955,0.0090613846480683,0.036455175317206115,-1.783785739528625,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.1,1.0,10.0,989,376,8624,11,0.989,0.041777777777777775,0.9582222222222222,0.01100000000000001,0.7245421245421245,0.989,0.8363636363636363,0.9613,0.0486,0.9944406666666666,0.9876584344715955,0.007361818853168725,0.03460334304625381,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.1,1.0,10.0,977,157,8843,23,0.977,0.017444444444444443,0.9825555555555555,0.02300000000000002,0.8615520282186949,0.977,0.915651358950328,0.982,0.0387,0.9944406666666666,0.9876584344715955,0.0090613846480683,0.036455175317206115,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.1,1.0,10.0,977,79,8921,23,0.977,0.008777777777777778,0.9912222222222222,0.02300000000000002,0.9251893939393939,0.977,0.9503891050583657,0.9898,0.0309,0.9944406666666666,0.9876584344715955,0.0090613846480683,0.036455175317206115,-1.783785739528625,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.1,1.0,1.0,904,381,8619,96,0.904,0.042333333333333334,0.9576666666666667,0.09599999999999997,0.7035019455252919,0.904,0.7912472647702407,0.9523,0.0477,0.9854136666666666,0.9399843428994533,0.030362365767359734,0.09820450422247809,0.0,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.1,1.0,1.0,886,159,8841,114,0.886,0.017666666666666667,0.9823333333333333,0.11399999999999999,0.8478468899521531,0.886,0.8665036674816626,0.9727,0.0273,0.9854136666666666,0.9399843428994533,0.0225926684372716,0.08003314496301862,0.0,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.1,1.0,1.0,777,0,9000,223,0.777,0.0,1.0,0.22299999999999998,1.0,0.777,0.8745075970737197,0.9777,0.0223,0.9854136666666666,0.9399843428994533,0.0225926684372716,0.08003314496301862,1.8126201988227337,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.1,10.0,1.0,789,0,9000,211,0.789,0.0,1.0,0.21099999999999997,1.0,0.789,0.8820570150922303,0.9789,0.0211,0.9854136666666666,0.9399843428994533,0.030362365767359734,0.09820450422247809,2.302585092994046,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.1,10.0,1.0,721,0,9000,279,0.721,0.0,1.0,0.279,1.0,0.721,0.8378849506101104,0.9721,0.0279,0.9854136666666666,0.9399843428994533,0.0225926684372716,0.08003314496301862,2.302585092994046,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.1,10.0,1.0,777,0,9000,223,0.777,0.0,1.0,0.22299999999999998,1.0,0.777,0.8745075970737197,0.9777,0.0223,0.9854136666666666,0.9399843428994533,0.0225926684372716,0.08003314496301862,1.8126201988227337,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.1,1.0,10.0,961,973,8027,39,0.961,0.10811111111111112,0.8918888888888888,0.039000000000000035,0.4968976215098242,0.961,0.6550783912747103,0.8988,0.1363,0.9854136666666666,0.9399843428994533,0.030362365767359734,0.09820450422247809,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.1,1.0,10.0,944,599,8401,56,0.944,0.06655555555555556,0.9334444444444444,0.05600000000000005,0.6117952041477641,0.944,0.7424302005505309,0.9345,0.1159,0.9854136666666666,0.9399843428994533,0.0225926684372716,0.08003314496301862,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.1,1.0,10.0,961,659,8341,39,0.961,0.07322222222222222,0.9267777777777778,0.039000000000000035,0.5932098765432099,0.961,0.733587786259542,0.9302,0.1049,0.9854136666666666,0.9399843428994533,0.0225926684372716,0.08003314496301862,-2.3294945596687824,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.05,1.0,1.0,462,0,9500,38,0.924,0.0,1.0,0.07599999999999996,1.0,0.924,0.9604989604989606,0.9962,0.0038,0.9941804210526316,0.9854095359898551,0.004426873403692024,0.02462707112550846,0.0,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.05,1.0,1.0,421,0,9500,79,0.842,0.0,1.0,0.15800000000000003,1.0,0.842,0.9142236699239956,0.9921,0.0079,0.9941804210526315,0.9854095359898549,0.005785109289381866,0.023271730294843206,0.0,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.05,1.0,1.0,493,82,9418,7,0.986,0.00863157894736842,0.9913684210526316,0.014000000000000012,0.8573913043478261,0.986,0.9172093023255814,0.9911,0.0089,0.9941804210526315,0.9854095359898549,0.005785109289381866,0.023271730294843206,-2.531000141358846,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.05,10.0,1.0,413,0,9500,87,0.826,0.0,1.0,0.17400000000000004,1.0,0.826,0.904709748083242,0.9913,0.0087,0.9941804210526316,0.9854095359898551,0.004426873403692024,0.02462707112550846,2.302585092994046,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.05,10.0,1.0,346,0,9500,154,0.692,0.0,1.0,0.30800000000000005,1.0,0.692,0.817966903073286,0.9846,0.0154,0.9941804210526315,0.9854095359898549,0.005785109289381866,0.023271730294843206,2.302585092994046,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.05,10.0,1.0,493,82,9418,7,0.986,0.00863157894736842,0.9913684210526316,0.014000000000000012,0.8573913043478261,0.986,0.9172093023255814,0.9911,0.0827,0.9941804210526315,0.9854095359898549,0.005785109289381866,0.023271730294843206,-2.531000141358846,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.05,1.0,10.0,494,399,9101,6,0.988,0.042,0.958,0.01200000000000001,0.5531914893617021,0.988,0.7092605886575736,0.9595,0.0459,0.9941804210526316,0.9854095359898551,0.004426873403692024,0.02462707112550846,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.05,1.0,10.0,482,0,9500,18,0.964,0.0,1.0,0.03600000000000003,1.0,0.964,0.9816700610997964,0.9982,0.018,0.9941804210526315,0.9854095359898549,0.005785109289381866,0.023271730294843206,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.05,1.0,10.0,493,82,9418,7,0.986,0.00863157894736842,0.9913684210526316,0.014000000000000012,0.8573913043478261,0.986,0.9172093023255814,0.9911,0.0152,0.9941804210526315,0.9854095359898549,0.005785109289381866,0.023271730294843206,-2.531000141358846,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.05,1.0,1.0,461,403,9097,39,0.922,0.04242105263157895,0.9575789473684211,0.07799999999999996,0.5335648148148148,0.922,0.6759530791788856,0.9558,0.0442,0.9861766315789474,0.9203454629606408,0.02761206589639187,0.08659729135810289,0.0,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.05,1.0,1.0,419,79,9421,81,0.838,0.00831578947368421,0.9916842105263158,0.16200000000000003,0.8413654618473896,0.838,0.8396793587174348,0.984,0.016,0.9861766315789474,0.9203454629606408,0.012567613396743053,0.04863383533054592,0.0,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.05,1.0,1.0,364,0,9500,136,0.728,0.0,1.0,0.272,1.0,0.728,0.8425925925925926,0.9864,0.0136,0.9861766315789474,0.9203454629606408,0.012567613396743053,0.04863383533054592,1.9178015699264728,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.05,10.0,1.0,398,0,9500,102,0.796,0.0,1.0,0.20399999999999996,1.0,0.796,0.8864142538975501,0.9898,0.0102,0.9861766315789474,0.9203454629606408,0.02761206589639187,0.08659729135810289,2.302585092994046,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.05,10.0,1.0,347,0,9500,153,0.694,0.0,1.0,0.30600000000000005,1.0,0.694,0.8193624557260921,0.9847,0.0153,0.9861766315789474,0.9203454629606408,0.012567613396743053,0.04863383533054592,2.302585092994046,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.05,10.0,1.0,364,0,9500,136,0.728,0.0,1.0,0.272,1.0,0.728,0.8425925925925926,0.9864,0.0136,0.9861766315789474,0.9203454629606408,0.012567613396743053,0.04863383533054592,1.9178015699264728,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.05,1.0,10.0,483,1039,8461,17,0.966,0.10936842105263157,0.8906315789473684,0.03400000000000003,0.3173455978975033,0.966,0.47774480712166173,0.8944,0.1209,0.9861766315789474,0.9203454629606408,0.02761206589639187,0.08659729135810289,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.05,1.0,10.0,470,559,8941,30,0.94,0.0588421052631579,0.9411578947368421,0.06000000000000005,0.45675413022351796,0.94,0.6147809025506867,0.9411,0.0859,0.9861766315789474,0.9203454629606408,0.012567613396743053,0.04863383533054592,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.05,1.0,10.0,483,704,8796,17,0.966,0.07410526315789474,0.9258947368421052,0.03400000000000003,0.4069081718618366,0.966,0.5726141078838174,0.9279,0.0874,0.9861766315789474,0.9203454629606408,0.012567613396743053,0.04863383533054592,-3.076708961499003,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.01,1.0,1.0,92,0,9900,8,0.92,0.0,1.0,0.07999999999999996,1.0,0.92,0.9583333333333334,0.9992,0.0008,0.990569696969697,0.9755814440803405,0.0026052823127797205,0.018166496924845125,0.0,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.01,1.0,1.0,70,0,9900,30,0.7,0.0,1.0,0.30000000000000004,1.0,0.7,0.8235294117647058,0.997,0.003,0.9905696969696969,0.9755814440803406,0.0024452993708955055,0.010201399461367442,0.0,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.01,1.0,1.0,92,0,9900,8,0.92,0.0,1.0,0.07999999999999996,1.0,0.92,0.9583333333333334,0.9992,0.0008,0.9905696969696969,0.9755814440803406,0.0024452993708955055,0.010201399461367442,-3.1767243869030857,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.01,10.0,1.0,78,0,9900,22,0.78,0.0,1.0,0.21999999999999997,1.0,0.78,0.8764044943820225,0.9978,0.0022,0.990569696969697,0.9755814440803405,0.0026052823127797205,0.018166496924845125,2.302585092994046,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.01,10.0,1.0,54,0,9900,46,0.54,0.0,1.0,0.45999999999999996,1.0,0.54,0.7012987012987013,0.9954,0.0046,0.9905696969696969,0.9755814440803406,0.0024452993708955055,0.010201399461367442,2.302585092994046,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.01,10.0,1.0,92,0,9900,8,0.92,0.0,1.0,0.07999999999999996,1.0,0.92,0.9583333333333334,0.9992,0.0008,0.9905696969696969,0.9755814440803406,0.0024452993708955055,0.010201399461367442,-3.1767243869030857,,tuned_on_200_samples
exp1,breast_cancer,5,LogisticRegression,nocorr,0.2,0.01,1.0,10.0,98,421,9479,2,0.98,0.04252525252525253,0.9574747474747475,0.020000000000000018,0.18882466281310212,0.98,0.3166397415185784,0.9577,0.0441,0.990569696969697,0.9755814440803405,0.0026052823127797205,0.018166496924845125,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,5,LogisticRegression,offset,0.2,0.01,1.0,10.0,82,0,9900,18,0.82,0.0,1.0,0.18000000000000005,1.0,0.82,0.9010989010989011,0.9982,0.018,0.9905696969696969,0.9755814440803406,0.0024452993708955055,0.010201399461367442,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,5,LogisticRegression,oracle_threshold,0.2,0.01,1.0,10.0,92,0,9900,8,0.92,0.0,1.0,0.07999999999999996,1.0,0.92,0.9583333333333334,0.9992,0.008,0.9905696969696969,0.9755814440803406,0.0024452993708955055,0.010201399461367442,-3.1767243869030857,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.01,1.0,1.0,88,423,9477,12,0.88,0.042727272727272725,0.9572727272727273,0.12,0.17221135029354206,0.88,0.28805237315875615,0.9565,0.0435,0.978710101010101,0.7991520738224969,0.026576325297355652,0.08107992438351136,0.0,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.01,1.0,1.0,62,0,9900,38,0.62,0.0,1.0,0.38,1.0,0.62,0.7654320987654321,0.9962,0.0038,0.978710101010101,0.7991520738224969,0.0036403756274827038,0.01812268803608194,0.0,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.01,1.0,1.0,48,0,9900,52,0.48,0.0,1.0,0.52,1.0,0.48,0.6486486486486487,0.9948,0.0052,0.978710101010101,0.7991520738224969,0.0036403756274827038,0.01812268803608194,2.2749196090993142,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.01,10.0,1.0,72,0,9900,28,0.72,0.0,1.0,0.28,1.0,0.72,0.8372093023255814,0.9972,0.0028,0.978710101010101,0.7991520738224969,0.026576325297355652,0.08107992438351136,2.302585092994046,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.01,10.0,1.0,48,0,9900,52,0.48,0.0,1.0,0.52,1.0,0.48,0.6486486486486487,0.9948,0.0052,0.978710101010101,0.7991520738224969,0.0036403756274827038,0.01812268803608194,2.302585092994046,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.01,10.0,1.0,48,0,9900,52,0.48,0.0,1.0,0.52,1.0,0.48,0.6486486486486487,0.9948,0.0052,0.978710101010101,0.7991520738224969,0.0036403756274827038,0.01812268803608194,2.2749196090993142,,tuned_on_200_samples
exp1,breast_cancer,5,XGBoost,nocorr,0.2,0.01,1.0,10.0,95,1109,8791,5,0.95,0.11202020202020202,0.887979797979798,0.050000000000000044,0.07890365448504984,0.95,0.14570552147239263,0.8886,0.1159,0.978710101010101,0.7991520738224969,0.026576325297355652,0.08107992438351136,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,5,XGBoost,offset,0.2,0.01,1.0,10.0,85,173,9727,15,0.85,0.017474747474747476,0.9825252525252526,0.15000000000000002,0.32945736434108525,0.85,0.4748603351955307,0.9812,0.0323,0.978710101010101,0.7991520738224969,0.0036403756274827038,0.01812268803608194,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,5,XGBoost,oracle_threshold,0.2,0.01,1.0,10.0,48,0,9900,52,0.48,0.0,1.0,0.52,1.0,0.48,0.6486486486486487,0.9948,0.052,0.978710101010101,0.7991520738224969,0.0036403756274827038,0.01812268803608194,2.2749196090993142,,tuned_on_200_samples
exp1,synthetic,6,LogisticRegression,nocorr,0.2,0.5,1.0,1.0,6917,423,9577,3083,0.6917,0.0423,0.9577,0.3083,0.9423705722070844,0.6917,0.7978085351787774,0.8247,0.1753,0.9431181500000001,0.942562484899062,0.124856135910393,0.3970516697030167,0.0,,fixed_threshold
exp1,synthetic,6,LogisticRegression,offset,0.2,0.5,1.0,1.0,8671,1265,8735,1329,0.8671,0.1265,0.8735,0.13290000000000002,0.8726851851851852,0.8671,0.8698836276083467,0.8703,0.1297,0.9431181500000001,0.942562484899062,0.09404676955980885,0.3047557129289804,0.0,,offset_corrected
exp1,synthetic,6,LogisticRegression,oracle_threshold,0.2,0.5,1.0,1.0,8922,1562,8438,1078,0.8922,0.1562,0.8438,0.1078,0.8510110644792064,0.8922,0.8711189220855302,0.868,0.132,0.9431181500000001,0.942562484899062,0.09404676955980885,0.3047557129289804,-0.3178149878187344,,tuned_on_400_samples
